family,dataset,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,K,n_concepts,n_pca_components,LPS_text,LPS_image_only,LPS_image_conditioned,NRI_image_conditioned,shared_neighbor_ratio,cross_superclass_gained_frac,random_shared_baseline,align_fit_proxy
qwen,flickr30k,3,0.42857142857142855,15,15,15,20,120,16,0.2024537199787052,0.1729676753854509,0.26895583823846114,0.5908333333333334,0.4091666666666666,0.9214541189947537,0.16806722689075632,-0.017714459905190605
qwen,flickr30k,4,0.5714285714285714,20,20,20,3,120,16,0.0595125,0.06655416666666666,0.11865833333333334,0.7388888888888888,0.2611111111111111,0.574858757062147,0.025210084033613446,-0.010825206160404388
qwen,flickr30k,4,0.5714285714285714,20,20,20,5,120,16,0.08005254186507937,0.07964276216931217,0.14503190992063492,0.7116666666666667,0.28833333333333333,0.6561111111111111,0.04201680672268908,-0.010825206160404388
qwen,flickr30k,4,0.5714285714285714,20,20,20,10,120,16,0.1265119048498579,0.11561235927625929,0.1936152978382975,0.6733333333333333,0.3266666666666667,0.7900694444444445,0.08403361344537816,-0.010825206160404388
qwen,flickr30k,4,0.5714285714285714,20,20,20,20,120,16,0.18744275209101954,0.17325442563651178,0.2697855490311495,0.57625,0.42375000000000007,0.9080889004786064,0.16806722689075632,-0.010825206160404388
qwen,flickr30k,5,0.7142857142857142,25,25,25,3,120,16,0.06321666666666666,0.06760833333333334,0.12720416666666667,0.7305555555555555,0.26944444444444443,0.6196581196581196,0.025210084033613446,-0.03484331240639138
qwen,flickr30k,5,0.7142857142857142,25,25,25,5,120,16,0.08472570780423279,0.08106058313492064,0.1458827581349206,0.7116666666666667,0.28833333333333333,0.6398611111111111,0.04201680672268908,-0.03484331240639138
qwen,flickr30k,5,0.7142857142857142,25,25,25,10,120,16,0.13035986229058064,0.1176235535318623,0.20072514713814243,0.6649999999999999,0.335,0.8184424603174603,0.08403361344537816,-0.03484331240639138
qwen,flickr30k,5,0.7142857142857142,25,25,25,20,120,16,0.18345154230967095,0.16793777695693116,0.2684525640301343,0.5895833333333333,0.41041666666666665,0.919240525269937,0.16806722689075632,-0.03484331240639138
qwen,flickr30k,6,0.8571428571428571,30,30,30,3,120,16,0.06117499999999999,0.06170833333333334,0.11007083333333334,0.761111111111111,0.23888888888888887,0.6059322033898306,0.025210084033613446,-0.1357283560914948
qwen,flickr30k,6,0.8571428571428571,30,30,30,5,120,16,0.08630834298941799,0.08113704107142856,0.14258436289682538,0.7133333333333333,0.28666666666666674,0.672829131652661,0.04201680672268908,-0.1357283560914948
qwen,flickr30k,6,0.8571428571428571,30,30,30,10,120,16,0.1387523513368081,0.1263264074980833,0.19977579704177745,0.6575,0.34249999999999997,0.7902876984126983,0.08403361344537816,-0.1357283560914948
qwen,flickr30k,6,0.8571428571428571,30,30,30,20,120,16,0.19037456188269536,0.17490032918376175,0.2542509062657029,0.6091666666666666,0.3908333333333333,0.9247678269872543,0.16806722689075632,-0.1357283560914948
qwen,flickr30k,7,1.0,35,35,35,3,120,16,0.05078333333333333,0.04515000000000001,0.05471666666666666,0.8722222222222221,0.12777777777777777,0.6569444444444444,0.025210084033613446,-3.528830526853043
qwen,flickr30k,7,1.0,35,35,35,5,120,16,0.0717643042989418,0.06143024226190476,0.07606845403439152,0.8333333333333334,0.16666666666666666,0.7173611111111112,0.04201680672268908,-3.528830526853043
qwen,flickr30k,7,1.0,35,35,35,10,120,16,0.11384946163527127,0.09965007914158841,0.12066473421765464,0.7725000000000001,0.22750000000000004,0.8384623015873017,0.08403361344537816,-3.528830526853043
qwen,flickr30k,7,1.0,35,35,35,20,120,16,0.16250090715684087,0.14877798290393598,0.17265853834857625,0.6962499999999999,0.30375,0.9200489306874755,0.16806722689075632,-3.528830526853043
