family,dataset,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,K,n_concepts,n_pca_components,LPS_text,LPS_image_only,LPS_image_conditioned,NRI_image_conditioned,shared_neighbor_ratio,cross_superclass_gained_frac,random_shared_baseline,align_fit_proxy
pali,flickr30k,2,0.2857142857142857,7,7,7,10,120,16,0.13294359678375064,0.12159514445216965,0.17648549236806718,0.6875,0.3125,0.8266997354497355,0.08403361344537816,-0.22258824242887076
pali,flickr30k,2,0.2857142857142857,7,7,7,20,120,16,0.18805528491933335,0.16888118688328502,0.2312405631319398,0.6349999999999999,0.365,0.9200784516409517,0.16806722689075632,-0.22258824242887076
pali,flickr30k,3,0.42857142857142855,11,11,11,3,120,16,0.05613749999999999,0.059329166666666655,0.092225,0.8,0.2,0.6481481481481481,0.025210084033613446,-0.3926907979435512
pali,flickr30k,3,0.42857142857142855,11,11,11,5,120,16,0.06985593392857142,0.06274295853174602,0.10070986534391535,0.7933333333333334,0.2066666666666667,0.7105555555555557,0.04201680672268908,-0.3926907979435512
pali,flickr30k,3,0.42857142857142855,11,11,11,10,120,16,0.09962946395365098,0.08809578216776681,0.14020871472147828,0.7541666666666668,0.24583333333333332,0.8230621693121694,0.08403361344537816,-0.3926907979435512
pali,flickr30k,3,0.42857142857142855,11,11,11,20,120,16,0.14823994983169053,0.13961838605385518,0.1912052607857581,0.6891666666666667,0.31083333333333335,0.9169699982751454,0.16806722689075632,-0.3926907979435512
pali,flickr30k,4,0.5714285714285714,14,14,14,3,120,16,0.053837499999999996,0.07127916666666667,0.07425833333333333,0.8305555555555555,0.16944444444444443,0.6288515406162466,0.025210084033613446,-0.37279245742248657
pali,flickr30k,4,0.5714285714285714,14,14,14,5,120,16,0.06907024279100528,0.08111084914021163,0.10260920575396826,0.7816666666666666,0.21833333333333335,0.6981792717086834,0.04201680672268908,-0.37279245742248657
pali,flickr30k,4,0.5714285714285714,14,14,14,10,120,16,0.10714918728000589,0.10983039901831516,0.14558390050306122,0.7325,0.26749999999999996,0.8121990740740742,0.08403361344537816,-0.37279245742248657
pali,flickr30k,4,0.5714285714285714,14,14,14,20,120,16,0.1497658813711324,0.15325803962678383,0.1987489799608882,0.6704166666666667,0.3295833333333333,0.9006093705987283,0.16806722689075632,-0.37279245742248657
pali,flickr30k,5,0.7142857142857142,18,18,18,3,120,16,0.0506625,0.059175000000000005,0.08772916666666665,0.8055555555555555,0.1944444444444444,0.6327683615819208,0.025210084033613446,-0.32246730593490547
pali,flickr30k,5,0.7142857142857142,18,18,18,5,120,16,0.06848144464285714,0.07622752023809523,0.10403700138888888,0.7899999999999999,0.21,0.6779166666666666,0.04201680672268908,-0.32246730593490547
pali,flickr30k,5,0.7142857142857142,18,18,18,10,120,16,0.10262909907688705,0.10553256083527926,0.1556531518155647,0.7191666666666666,0.2808333333333333,0.8009424603174603,0.08403361344537816,-0.32246730593490547
pali,flickr30k,5,0.7142857142857142,18,18,18,20,120,16,0.15468473881024636,0.15629227968877238,0.21174582750482762,0.6504166666666666,0.34958333333333336,0.9164556154629684,0.16806722689075632,-0.32246730593490547
pali,flickr30k,6,0.8571428571428571,21,21,21,3,120,16,0.07430833333333334,0.06386249999999999,0.09737083333333332,0.7861111111111112,0.21388888888888888,0.6313559322033899,0.025210084033613446,-0.18576114264855348
pali,flickr30k,6,0.8571428571428571,21,21,21,5,120,16,0.09817032189153438,0.08319821626984127,0.12750979087301584,0.7366666666666667,0.26333333333333336,0.6855555555555556,0.04201680672268908,-0.18576114264855348
pali,flickr30k,6,0.8571428571428571,21,21,21,10,120,16,0.13218805933994918,0.12169880162997548,0.17832745353899426,0.6833333333333333,0.31666666666666665,0.8072652116402117,0.08403361344537816,-0.18576114264855348
pali,flickr30k,6,0.8571428571428571,21,21,21,20,120,16,0.18976552916139386,0.17751641083393413,0.2426361164578404,0.6104166666666667,0.38958333333333334,0.930837275827601,0.16806722689075632,-0.18576114264855348
pali,flickr30k,7,1.0,25,25,25,3,120,16,0.04665,0.045862499999999994,0.056329166666666666,0.8694444444444444,0.13055555555555554,0.6416666666666667,0.025210084033613446,-0.6004828676272307
pali,flickr30k,7,1.0,25,25,25,5,120,16,0.06333853022486771,0.05405141375661375,0.07371225403439154,0.84,0.16000000000000003,0.6819444444444446,0.04201680672268908,-0.6004828676272307
pali,flickr30k,7,1.0,25,25,25,10,120,16,0.10508741861275069,0.09013807789194571,0.1267714422350239,0.7558333333333334,0.24416666666666667,0.8003472222222224,0.08403361344537816,-0.6004828676272307
pali,flickr30k,7,1.0,25,25,25,20,120,16,0.15951236751291425,0.13707010341874534,0.1753428537799607,0.6950000000000001,0.30499999999999994,0.9087448232523698,0.16806722689075632,-0.6004828676272307
